location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48155,2020-01-01,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,5.296296,-1.388889,13.91358,0.0,,-1.950617,59.721832
US_TX_48155,2020-01-02,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,10.104938,3.444444,16.234568,0.0,,2.04321,57.466682
US_TX_48155,2020-01-03,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,9.419753,5.030864,15.524691,0.0,,0.740741,54.855775
US_TX_48155,2020-01-04,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,5.481481,-1.450617,14.030864,0.0,,-2.722222,55.595954
US_TX_48155,2020-01-05,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,8.493827,0.259259,16.901235,0.0,,-1.216049,50.684937
US_TX_48155,2020-01-06,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,6.074074,-1.364198,15.882716,0.0,,-3.024691,52.22424
US_TX_48155,2020-01-07,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,6.135802,-4.018519,18.981481,0.0,,-7.006173,38.591787
US_TX_48155,2020-01-08,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,7.697531,-2.419753,18.611111,0.0,,-5.364198,39.406197
US_TX_48155,2020-01-09,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,14.530864,9.666667,21.746914,0.0,,7.098765,61.031519
US_TX_48155,2020-01-10,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,14.012346,7.611111,21.567901,0.0,,9.919753,76.926574
US_TX_48155,2020-01-11,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,1.358025,-3.771605,7.882716,0.0635,,-5.611111,59.96354
US_TX_48155,2020-01-12,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,4.845679,-1.425926,17.981481,0.0,,-2.197531,60.726053
US_TX_48155,2020-01-13,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,7.91358,-0.166667,20.123457,0.0,,2.185185,69.067105
US_TX_48155,2020-01-14,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,9.993827,1.049383,22.030864,0.0,,3.993827,68.833928
US_TX_48155,2020-01-15,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,9.888889,4.17284,16.975309,0.0,,4.04321,68.539387
US_TX_48155,2020-01-16,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,4.203704,0.382716,10.91358,2.906889,,-1.623457,66.125256
US_TX_48155,2020-01-17,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,2.45679,0.376543,6.524691,23.424444,,1.845679,95.754318
US_TX_48155,2020-01-18,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,7.320988,3.376543,10.777778,6.970889,,1.04321,64.508942
US_TX_48155,2020-01-19,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,2.888889,-3.666667,10.987654,0.0,,-5.018519,56.162815
US_TX_48155,2020-01-20,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,4.617284,-2.54321,13.907407,0.0,,-3.17284,57.307826
US_TX_48155,2020-01-21,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,3.975309,-0.62963,11.067901,0.0,,-1.62963,67.057215
US_TX_48155,2020-01-22,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,6.771605,4.296296,10.283951,3.668889,,5.148148,89.526746
US_TX_48155,2020-01-23,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,7.919753,3.790123,14.024691,0.451556,,3.901235,75.914729
US_TX_48155,2020-01-24,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,6.166667,-0.401235,14.759259,0.0,,-1.845679,56.69998
US_TX_48155,2020-01-25,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,8.098765,1.061728,18.833333,0.0,,1.759259,64.437987
US_TX_48155,2020-01-26,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,10.037037,2.524691,18.907407,0.0,,4.283951,67.659545
US_TX_48155,2020-01-27,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,9.802469,1.08642,20.716049,0.0,,4.074074,67.641891
US_TX_48155,2020-01-28,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,8.67284,2.450617,17.092593,2.25425,,6.62963,87.047238
US_TX_48155,2020-01-29,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,3.351852,0.87037,6.858025,7.27075,,0.592593,82.187523
US_TX_48155,2020-01-30,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,3.024691,2.12963,4.555556,0.0,,-0.339506,78.581046
US_TX_48155,2020-01-31,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,5.135802,-0.580247,12.845679,0.0,,-0.87037,65.289199
US_TX_48155,2020-02-01,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,6.641975,-2.358025,20.993827,0.0,,-3.641975,48.128729
US_TX_48155,2020-02-02,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,11.697531,1.04321,26.382716,0.0,,-0.623457,43.169236
US_TX_48155,2020-02-03,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,13.938272,7.395062,20.302469,0.0,,-0.049383,38.62524
US_TX_48155,2020-02-04,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,3.87037,0.82716,12.783951,1.36525,,0.117284,76.569405
US_TX_48155,2020-02-05,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,-1.030864,-2.771605,2.469136,5.36575,78.74,-4.561728,77.319118
US_TX_48155,2020-02-06,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,-3.283951,-9.895062,5.833333,0.790222,78.74,-7.024691,75.906795
US_TX_48155,2020-02-07,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,4.395062,-1.722222,12.950617,0.0,50.8,-2.104938,62.840698
US_TX_48155,2020-02-08,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,6.91358,-0.91358,16.314815,0.0,50.8,-0.234568,60.424343
US_TX_48155,2020-02-09,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,13.518519,7.598765,20.938272,0.0,,7.037037,64.896794
US_TX_48155,2020-02-10,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,4.283951,1.296296,14.382716,1.016,,-1.635802,65.480937
US_TX_48155,2020-02-11,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,3.376543,1.753086,6.037037,3.6195,,0.32716,80.495333
US_TX_48155,2020-02-12,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,4.648148,2.228395,9.351852,4.628444,,1.098765,77.829011
US_TX_48155,2020-02-13,ChIJF-qdO_baVIYRW70HXyCM8Os,Q110750,geoId/48155,US,United States of America,TX,Texas,48155,Foard County,US,USA,2,,,,,,,1202,572,630,128,151,113,114,128,180,151,140,97,1810980,33.98,-99.78,1833,82.2,1.654321,-3.469136,7.808642,2.314222,,-4.271605,64.870826
