location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,cumulative_confirmed,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_PR_72065,2020-01-17,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.493056,22.125,28.444444,0.66675,21.083333,76.382082
US_PR_72065,2020-01-18,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.236111,21.979167,28.173611,0.042333,20.097222,70.915308
US_PR_72065,2020-01-19,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.041667,22.402778,28.027778,1.342571,20.694444,76.173702
US_PR_72065,2020-01-20,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.180556,22.715278,27.916667,4.064,22.180556,83.779024
US_PR_72065,2020-01-21,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.923611,22.604167,28.708333,3.156857,21.375,74.833296
US_PR_72065,2020-01-22,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.527778,22.506944,28.451389,0.254,21.930556,79.751932
US_PR_72065,2020-01-23,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.3125,23.034722,27.715278,2.921,22.236111,83.32135
US_PR_72065,2020-01-24,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.041667,22.972222,27.465278,9.579429,22.291667,85.682716
US_PR_72065,2020-01-25,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,24.833333,21.979167,27.416667,5.461,21.305556,80.519624
US_PR_72065,2020-01-26,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,24.618056,21.791667,27.236111,1.814286,21.222222,80.914914
US_PR_72065,2020-01-27,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,24.590278,21.722222,27.680556,3.882571,21.703704,81.023866
US_PR_72065,2020-01-28,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.222222,22.131944,27.805556,1.04775,22.027778,84.384942
US_PR_72065,2020-01-29,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.409722,21.708333,28.534722,0.0,21.291667,78.771034
US_PR_72065,2020-01-30,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.638889,21.9375,29.041667,0.03175,21.513889,75.224654
US_PR_72065,2020-01-31,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.048611,22.597222,29.395833,0.0,21.763889,76.086424
US_PR_72065,2020-02-01,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.4375,23.388889,28.854167,0.03175,21.805556,74.052574
US_PR_72065,2020-02-02,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.236111,22.902778,29.173611,0.0,20.791667,71.255743
US_PR_72065,2020-02-03,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.979167,22.638889,28.9375,0.0,20.972222,72.302252
US_PR_72065,2020-02-04,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.3125,23.243056,28.826389,0.03175,20.75,69.760013
US_PR_72065,2020-02-05,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.326389,23.430556,28.986111,0.03175,21.097222,70.621272
US_PR_72065,2020-02-06,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.708333,23.993056,29.416667,0.15875,21.333333,70.565755
US_PR_72065,2020-02-07,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.6875,24.0625,29.152778,0.290286,21.236111,71.357891
US_PR_72065,2020-02-08,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.381944,24.048611,29.076389,0.0635,20.277778,67.263009
US_PR_72065,2020-02-09,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.277778,23.534722,28.493056,0.181429,20.708333,69.390468
US_PR_72065,2020-02-10,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.229167,23.083333,29.069444,0.41275,21.138889,70.930626
US_PR_72065,2020-02-11,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.423611,23.506944,29.076389,0.15875,20.388889,68.272774
US_PR_72065,2020-02-12,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.236111,23.486111,28.951389,0.217714,21.138889,71.866328
US_PR_72065,2020-02-13,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,26.340278,23.493056,29.166667,0.8255,20.041667,66.492953
US_PR_72065,2020-02-14,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,,,,,25.763889,23.006944,28.861111,0.181429,21.194444,74.334868
US_PR_72065,2020-02-15,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,8,-6,4,,25.416667,22.208333,28.520833,6.223,21.333333,75.770057
US_PR_72065,2020-02-16,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,4,-10,-12,,25.756944,22.798611,28.520833,2.243667,21.680556,76.692725
US_PR_72065,2020-02-17,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,4,-4,-26,,26.1875,23.486111,28.763889,0.5715,21.263889,73.351348
US_PR_72065,2020-02-18,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-2,2,12,,26.430556,23.819444,28.9375,0.326571,21.25,72.237391
US_PR_72065,2020-02-19,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,1,-4,10,,25.993056,23.479167,28.652778,0.870857,20.763889,71.292448
US_PR_72065,2020-02-20,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-2,-1,6,,26.111111,23.388889,28.8125,0.326571,19.916667,66.622806
US_PR_72065,2020-02-21,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-3,-7,12,,25.708333,22.506944,28.347222,0.09525,20.125,69.241543
US_PR_72065,2020-02-22,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,1,-7,-3,,25.798611,22.618056,28.958333,0.0,20.166667,70.062041
US_PR_72065,2020-02-23,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-6,-17,-11,,25.451389,22.854167,28.763889,0.0,19.902778,70.386251
US_PR_72065,2020-02-24,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-15,-16,15,,24.125,22.4375,26.847222,2.201333,21.055556,81.733135
US_PR_72065,2020-02-25,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-17,-18,11,,24.326389,22.284722,26.777778,18.415,21.638889,84.464966
US_PR_72065,2020-02-26,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-2,-10,10,,25.592593,23.320988,27.975309,3.991429,22.0,78.503264
US_PR_72065,2020-02-27,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,8,-2,12,,24.969136,20.938272,27.802469,0.705556,19.291667,69.442717
US_PR_72065,2020-02-28,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,8,-6,15,,25.308642,21.759259,28.018519,0.0,21.097222,74.568131
US_PR_72065,2020-02-29,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,13,-6,4,,25.469136,21.814815,28.475309,0.09525,21.055556,75.303763
US_PR_72065,2020-03-01,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,7,-5,-4,,25.561728,22.58642,28.216049,0.169333,21.541667,76.042967
US_PR_72065,2020-03-02,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,9,13,-8,,24.882716,22.882716,27.796296,1.0795,21.388889,79.173372
US_PR_72065,2020-03-03,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,7,10,13,,25.265432,22.518519,27.987654,0.790222,20.986111,75.017203
US_PR_72065,2020-03-04,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,6,1,12,,25.876543,22.685185,28.41358,0.084667,20.944444,72.395447
US_PR_72065,2020-03-05,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,4,0,8,,25.975309,23.0,28.598765,0.09525,21.347222,73.249679
US_PR_72065,2020-03-06,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,6,5,14,,25.641975,22.82716,28.567901,0.653143,20.916667,73.850363
US_PR_72065,2020-03-07,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,9,-3,-3,,25.648148,22.222222,28.635802,0.620889,20.652778,72.571863
US_PR_72065,2020-03-08,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,8,-4,-5,,25.401235,22.703704,28.5,0.362857,20.861111,75.765456
US_PR_72065,2020-03-09,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-18,-17,8,,24.04321,22.524691,26.580247,0.508,21.236111,82.130667
US_PR_72065,2020-03-10,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-2,5,10,,24.728395,21.944444,27.697531,6.604,20.680556,75.465568
US_PR_72065,2020-03-11,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,0,4,9,,24.969136,22.265432,27.808642,0.036286,21.013889,77.267206
US_PR_72065,2020-03-12,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,8,44,5,,25.907407,22.537037,29.191358,3.65125,20.347222,68.861162
US_PR_72065,2020-03-13,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-3,29,8,,25.734568,22.611111,28.487654,0.0,21.277778,74.795567
US_PR_72065,2020-03-14,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-14,12,0,,26.135802,22.962963,28.290123,0.15875,21.416667,76.056166
US_PR_72065,2020-03-15,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-35,-5,-4,,25.635802,23.228395,28.104938,1.072444,18.125,62.298153
US_PR_72065,2020-03-16,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-63,-17,-40,,24.95679,22.944444,27.635802,0.217714,19.236111,69.383213
US_PR_72065,2020-03-17,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-73,-43,-51,,25.660494,23.067901,28.185185,0.889,20.916667,73.548428
US_PR_72065,2020-03-18,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-72,-44,-55,,25.462963,23.296296,27.895062,0.217714,21.458333,76.080871
US_PR_72065,2020-03-19,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-73,-50,-58,,25.580247,23.320988,27.95679,0.508,20.958333,72.466817
US_PR_72065,2020-03-20,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-71,-35,-54,,25.574074,22.987654,28.512346,1.8415,19.763889,68.074636
US_PR_72065,2020-03-21,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-76,-44,-45,,25.549383,22.864198,28.111111,0.592667,19.375,67.109244
US_PR_72065,2020-03-22,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-84,-64,-51,,25.308642,22.969136,28.209877,1.995714,20.736111,74.61171
US_PR_72065,2020-03-23,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-76,-50,-56,,25.104938,22.790123,27.185185,8.309429,20.569444,75.453134
US_PR_72065,2020-03-24,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-74,-47,-57,,25.209877,23.209877,27.487654,1.665111,19.638889,70.360443
US_PR_72065,2020-03-25,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-73,-50,-59,,25.876543,23.858025,28.271605,0.141111,20.291667,69.845345
US_PR_72065,2020-03-26,ChIJ03W8YFDdAowRQ4MHCLfKm9I,Q2412723,geoId/72065,US,United States of America,PR,Puerto Rico,72065,Hatillo Municipio,US,USA,2,,,,,38486,4468455,18.486389,-66.825556,28,152,-73,-46,-59,,25.524691,22.333333,28.055556,0.084667,19.847222,70.12559
