location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17169,2020-01-01,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,55.87,1.422222,-3.755556,10.7,0.0,,-3.1,72.17189
US_IL_17169,2020-01-02,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,,6.655556,2.927778,11.205556,0.0,,0.211111,63.670855
US_IL_17169,2020-01-03,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,89.09,3.016667,0.688889,7.722222,0.0,,1.055556,87.065659
US_IL_17169,2020-01-04,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,58.9,0.411111,-1.683333,1.922222,0.217714,,-1.3,88.478746
US_IL_17169,2020-01-05,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,89.05,1.405556,-4.161111,10.111111,0.1016,,-3.405556,70.795262
US_IL_17169,2020-01-06,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,52.25,0.922222,-4.4,6.022222,0.0,,-4.338889,68.123388
US_IL_17169,2020-01-07,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,40.87,0.988889,-2.833333,6.161111,0.0,,-4.244444,68.452789
US_IL_17169,2020-01-08,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,45.42,-1.966667,-6.7,2.672222,0.0,,-9.411111,57.075599
US_IL_17169,2020-01-09,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,52.69,6.033333,-2.077778,14.583333,0.0,,-1.272222,59.754494
US_IL_17169,2020-01-10,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,45.78,8.061111,4.766667,12.955556,2.830286,,6.227778,88.272025
US_IL_17169,2020-01-11,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,46.9,0.9,-2.716667,6.405556,36.866286,,0.25,95.508626
US_IL_17169,2020-01-12,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,57.86,-3.738889,-6.1,-1.983333,1.213556,,-5.255556,89.340829
US_IL_17169,2020-01-13,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,44.63,-0.272222,-2.088889,1.822222,0.0,50.8,-1.377778,92.357671
US_IL_17169,2020-01-14,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,42.77,3.755556,0.811111,8.444444,0.127,50.8,1.977778,88.297609
US_IL_17169,2020-01-15,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,58.38,3.3,-0.405556,7.005556,0.338667,,2.527778,94.796147
US_IL_17169,2020-01-16,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,56.02,-6.938889,-12.061111,0.7,0.0,,-11.205556,71.743845
US_IL_17169,2020-01-17,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,46.8,-5.633333,-9.0,-1.466667,0.471714,,-8.694444,79.172836
US_IL_17169,2020-01-18,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,45.54,-0.977778,-7.694444,2.777778,17.090571,,-2.7,88.166055
US_IL_17169,2020-01-19,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,39.31,-12.933333,-16.083333,-7.711111,0.762,,-17.927778,66.362375
US_IL_17169,2020-01-20,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,65.8,-11.033333,-13.244444,-6.755556,0.0,,-14.166667,77.812108
US_IL_17169,2020-01-21,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,51.84,-9.416667,-14.038889,-2.155556,0.0,,-11.644444,83.977063
US_IL_17169,2020-01-22,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,40.04,-2.444444,-4.338889,1.327778,0.0,,-6.483333,73.941427
US_IL_17169,2020-01-23,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,48.71,0.188889,-0.672222,1.455556,1.6764,,-1.127778,90.949481
US_IL_17169,2020-01-24,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,36.69,0.455556,-0.044444,1.361111,6.458857,30.48,-0.011111,96.742491
US_IL_17169,2020-01-25,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,48.61,0.183333,-0.611111,1.255556,0.423333,30.48,-1.466667,88.771007
US_IL_17169,2020-01-26,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,35.85,-2.877778,-7.422222,1.15,0.0,30.48,-4.772222,86.928984
US_IL_17169,2020-01-27,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,59.54,-1.711111,-3.027778,-0.427778,0.0,30.48,-2.450617,95.135564
US_IL_17169,2020-01-28,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,44.17,-1.855556,-3.305556,-0.483333,0.0,,-3.233333,90.401549
US_IL_17169,2020-01-29,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,38.99,-3.4,-4.5,-1.533333,0.0,,-4.677778,91.010588
US_IL_17169,2020-01-30,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,67.15,-1.977778,-3.244444,0.1,0.056444,,-3.711111,88.082217
US_IL_17169,2020-01-31,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,55.05,0.322222,-2.211111,3.177778,0.108857,,-1.155556,89.949458
US_IL_17169,2020-02-01,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,33.63,1.838889,0.9,3.45,0.326571,,0.261111,89.367045
US_IL_17169,2020-02-02,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,38.32,6.4,1.177778,15.138889,0.0,,0.866667,67.879337
US_IL_17169,2020-02-03,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,31.94,5.888889,0.672222,14.238889,0.0,,1.85,75.724201
US_IL_17169,2020-02-04,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,62.03,2.388889,-0.222222,7.755556,0.0,,-1.272222,76.99149
US_IL_17169,2020-02-05,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,33.92,-1.383333,-2.838889,-0.111111,0.4064,,-6.783333,67.164543
US_IL_17169,2020-02-06,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,32.21,-2.611111,-4.188889,-0.133333,1.8288,,-5.416667,81.205929
US_IL_17169,2020-02-07,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,47.18,-3.4,-7.6,0.805556,0.1905,78.74,-6.977778,76.426306
US_IL_17169,2020-02-08,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,44.25,-2.094444,-4.15,0.55,0.3175,78.74,-4.805556,81.876644
US_IL_17169,2020-02-09,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,41.21,0.038889,-3.7,3.627778,1.669143,50.8,-2.516667,83.085305
US_IL_17169,2020-02-10,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,44.47,-0.2,-2.955556,3.766667,2.5908,50.8,-2.483333,84.705344
US_IL_17169,2020-02-11,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,31.05,0.472222,-1.433333,4.438889,0.0,,-2.966667,77.853172
US_IL_17169,2020-02-12,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,51.71,-0.727778,-2.85,1.644444,2.032,,-3.327778,82.76381
US_IL_17169,2020-02-13,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,48.83,-8.661111,-16.816667,0.122222,5.249333,,-10.816667,84.490287
US_IL_17169,2020-02-14,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,49.39,-16.911111,-22.277778,-9.911111,0.0508,78.74,-21.088889,70.173405
US_IL_17169,2020-02-15,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,43.08,-4.516667,-12.944444,3.305556,0.0762,50.8,-9.666667,67.378938
US_IL_17169,2020-02-16,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,50.69,-1.177778,-8.333333,5.383333,0.0,50.8,-3.744444,82.908794
US_IL_17169,2020-02-17,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,-23,49.95,2.288889,0.244444,5.077778,1.354667,50.8,0.45,87.91533
US_IL_17169,2020-02-18,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,7,37.46,2.194444,-0.855556,5.372222,2.0574,,-0.783333,80.803443
US_IL_17169,2020-02-19,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,3,53.77,-2.544444,-6.538889,1.033333,0.0,,-6.566667,74.042826
US_IL_17169,2020-02-20,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,4,55.5,-5.355556,-9.65,-1.338889,0.0,,-12.055556,59.463863
US_IL_17169,2020-02-21,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,8,35.35,-5.166667,-10.966667,3.572222,0.0,,-11.861111,59.596148
US_IL_17169,2020-02-22,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,58.7,2.038889,-3.416667,11.255556,0.0,,-7.427778,49.661297
US_IL_17169,2020-02-23,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,35.35,6.75,1.616667,15.427778,0.0,,-2.255556,52.772566
US_IL_17169,2020-02-24,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,2,56.44,5.583333,3.388889,10.866667,1.058333,,2.061111,78.371858
US_IL_17169,2020-02-25,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,0,39.04,2.111111,0.433333,4.977778,6.858,,0.177778,87.332234
US_IL_17169,2020-02-26,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,-19,43.35,-0.194444,-2.122222,1.733333,3.0988,,-3.772222,77.035155
US_IL_17169,2020-02-27,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,5,32.5,-1.038889,-5.966667,5.172222,0.127,78.74,-6.905556,64.532821
US_IL_17169,2020-02-28,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,10,,-0.583333,-4.266667,3.727778,0.0,50.8,-5.077778,71.826356
US_IL_17169,2020-02-29,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,,-2.111111,-8.511111,6.427778,0.0254,,-7.144444,68.592003
US_IL_17169,2020-03-01,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,52.34,8.155556,2.272222,18.566667,0.0,,1.061111,61.160027
US_IL_17169,2020-03-02,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,7,59.14,6.866667,0.216667,15.405556,0.889,,1.883333,70.702425
US_IL_17169,2020-03-03,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,-2,40.99,5.972222,0.305556,13.183333,0.4064,,-1.122222,60.564695
US_IL_17169,2020-03-04,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,2,85.83,6.905556,1.488889,11.794444,0.0,,-2.905556,49.784881
US_IL_17169,2020-03-05,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,11,50.22,6.922222,1.216667,13.888889,0.0,,-2.922222,49.720719
US_IL_17169,2020-03-06,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,13,,4.727778,-0.216667,9.822222,0.0,,-4.927778,49.849888
US_IL_17169,2020-03-07,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,55.67,4.866667,-1.894444,15.155556,0.0,,-6.772222,43.533319
US_IL_17169,2020-03-08,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,,11.133333,5.044444,21.222222,0.0,,-3.311111,36.550437
US_IL_17169,2020-03-09,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,0,45.24,12.533333,8.738889,17.922222,1.233714,,4.15,56.784998
US_IL_17169,2020-03-10,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,2,53.81,5.372222,1.455556,13.283333,18.687143,,3.583333,88.321587
US_IL_17169,2020-03-11,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,-2,34.07,5.67284,3.753086,10.277778,0.056444,,3.654321,86.917077
US_IL_17169,2020-03-12,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,9,34.69,7.709877,3.685185,13.962963,0.804333,,6.617284,92.85293
US_IL_17169,2020-03-13,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,8,45.53,5.95679,0.067901,12.17284,0.366889,,-1.382716,59.42852
US_IL_17169,2020-03-14,ChIJIa8K1lZ84IcRGpu5Pt5GNDI,Q491026,geoId/17169,US,United States of America,IL,Illinois,17169,Schuyler County,US,USA,2,,,,,,,6948,3642,3306,656,795,686,770,956,1036,986,641,422,1800728,40.16,-90.61,1143,79.033333,,,61.23,3.061728,0.41358,7.388889,3.628571,,-0.864198,75.610486
